,tconst,rotten_tomatoes_link
5902,tt0056698,m/eyes_without_a_face_1962
5903,tt0155586,m/eyes_without_a_face_1962
5904,tt0055053,m/eyes_without_a_face_1962
5905,tt0055946,m/eegah
5906,tt0056587,m/that-touch-of-mink
5907,tt0056575,m/that-touch-of-mink
5908,tt0056127,m/1012647-long_days_journey_into_night
5909,tt0201235,m/1012647-long_days_journey_into_night
5910,tt0056196,m/1012647-long_days_journey_into_night
5911,tt0230380,m/1012647-long_days_journey_into_night
5912,tt0056058,m/harakiri
5913,tt0055884,m/damn_the_defiant
5914,tt0056890,m/the_tale_of_zatoichi_continues
5915,tt11704686,m/the_tale_of_zatoichi_continues
5916,tt14492414,m/the_tale_of_zatoichi_continues
5917,tt0370978,m/1013973-miracle_worker
5918,tt0056241,m/1013973-miracle_worker
5919,tt0055738,m/all_fall_down
5920,tt0056218,m/1013227-manchurian_candidate
5921,tt0056736,m/leclisse
5922,tt0056111,m/ivans_childhood
5923,tt0056279,m/burn_witch_burn
5924,tt0056714,m/the-tale-of-zatoichi
5925,tt0055892,m/david_and_lisa
5926,tt0269176,m/jack_the_giant_killer
5927,tt0056157,m/jack_the_giant_killer
5928,tt0056319,m/jack_the_giant_killer
5929,tt0056112,m/jack_the_giant_killer
5930,tt0057093,m/gay_purree
5931,tt0056217,m/man_who_shot_liberty_valance
5932,tt0056625,m/two_weeks_in_another_town
5933,tt0329032,m/two_weeks_in_another_town
5934,tt0056331,m/panic_in_year_zero
5935,tt0055824,m/1003492-cape_fear
5936,tt0055805,m/boccaccio_70
5937,tt0056341,m/period_of_adjustment
5938,tt0055728,m/advise_and_consent
5939,tt0056687,m/what_ever_happened_to_baby_jane
5940,tt0228442,m/what_ever_happened_to_baby_jane
5941,tt0056109,m/what_ever_happened_to_baby_jane
5942,tt0055798,m/birdman_of_alcatraz
5943,tt0056172,m/lawrence_of_arabia
5944,tt0056255,m/mr_hobbs_takes_a_vacation
5945,tt0059160,m/eva
5946,tt0055032,m/jules_and_jim
5947,tt0056211,m/magic_sword
5948,tt0056592,m/to_kill_a_mockingbird
5949,tt0055972,m/experiment_in_terror
5950,tt0056193,m/1012611-lolita
5951,tt0056291,m/knife_in_the_water
5952,tt0188828,m/3_women
5953,tt0075612,m/3_women
5954,tt0075961,m/3_women
5955,tt0077497,m/3_women
5956,tt0315343,m/3_women
5957,tt13001554,m/3_women
5958,tt0270527,m/emmet_otters_jugband_christmas
5959,tt0445531,m/emmet_otters_jugband_christmas
5960,tt0076929,m/wizards
5961,tt0076155,m/spy_who_loved_me
5962,tt0076752,m/spy_who_loved_me
5963,tt0076342,m/macarthur
5964,tt0076905,m/billy_jack_goes_to_washington
5965,tt0076125,m/billy_jack_goes_to_washington
5966,tt0075754,m/billy_jack_goes_to_washington
5967,tt0188762,m/orca_the_killer_whale
5968,tt0218380,m/orca_the_killer_whale
5969,tt0079672,m/opening_night
5970,tt0075638,m/many_adventures_of_winnie_the_pooh
5971,tt0123638,m/many_adventures_of_winnie_the_pooh
5972,tt0075637,m/many_adventures_of_winnie_the_pooh
5973,tt0076363,m/many_adventures_of_winnie_the_pooh
5974,tt0323002,m/many_adventures_of_winnie_the_pooh
5975,tt0076070,m/gauntlet
5976,tt0151073,m/1010752-island_of_dr_moreau
5977,tt0252911,m/1010752-island_of_dr_moreau
5978,tt0076210,m/1010752-island_of_dr_moreau
5979,tt1177955,m/airport_77
5980,tt0417823,m/airport_77
5981,tt0321882,m/airport_77
5982,tt0075648,m/airport_77
5983,tt0487613,m/airport_77
5984,tt0075704,m/audrey_rose
5985,tt0075824,m/that_obscure_object_of_desire
5986,tt0076759,m/star_wars
5987,tt0128241,m/star_wars
5988,tt0315903,m/short_eyes
5989,tt0076706,m/short_eyes
5990,tt0076009,m/exorcist_ii_the_heretic
5991,tt0075718,m/bad_news_bears_in_breaking_training
5992,tt0075765,m/1002526-black_sunday
5993,tt0193171,m/1002526-black_sunday
5994,tt0076683,m/the_sentinel_1977
5995,tt0075909,m/damnation_alley
5996,tt0076740,m/1019441-sorcerer
5997,tt0212166,m/1019441-sorcerer
5998,tt0076666,m/saturday_night_fever
5999,tt0074695,m/cross_of_iron
6000,tt0075686,m/annie_hall
6001,tt0075931,m/demon_seed
6002,tt0075635,m/1008623-goodbye_girl
6003,tt0076096,m/1008623-goodbye_girl
6004,tt0076095,m/1008623-goodbye_girl
6005,tt10312128,m/1010762-islands_in_the_stream
6006,tt0076211,m/1010762-islands_in_the_stream
6007,tt0075939,m/peppermint_soda
6008,tt0164463,m/petes_dragon
6009,tt0076538,m/petes_dragon
6010,tt0165269,m/petes_dragon
6011,tt0303330,m/petes_dragon
6012,tt0076656,m/petes_dragon
6013,tt0076618,m/the_rescuers_1977
6014,tt0075276,m/stroszek
6015,tt0078227,m/semitough
6016,tt0075744,m/between_the_lines
6017,tt0265370,m/late_show
6018,tt0076301,m/late_show
6019,tt0076913,m/which_way_is_up
6020,tt0074486,m/eraserhead
6021,tt0076299,m/last_wave
6022,tt0076141,m/high_anxiety
6023,tt0076535,m/people_that_time_forgot
6024,tt0075989,m/empire_of_the_ants
6025,tt0077681,m/1009645-hills_have_eyes
6026,tt0075784,m/bridge_too_far
6027,tt0076729,m/smokey_and_the_bandit
6028,tt0075809,m/the_car
6029,tt0075860,m/close_encounters_of_the_third_kind
6030,tt0076489,m/oh_god
6031,tt0076500,m/one-on-one
6032,tt0074848,m/1006438-eaten_alive
6033,tt0076716,m/sinbad_and_the_eye_of_the_tiger
6034,tt0076221,m/jabberwocky
6035,tt0076137,m/herbie_goes_to_monte_carlo
6036,tt0075925,m/deep
6037,tt0075774,m/bobby_deerfield
6038,tt0075968,m/duellists
6039,tt0076723,m/slap_shot
6040,tt0066255,m/slap_shot
6041,tt0075936,m/desperate_living
6042,tt0076257,m/kentucky_fried_movie
6043,tt0076890,m/viva_knievel
6044,tt0359873,m/song_without_end
6045,tt0288738,m/song_without_end
6046,tt0054324,m/song_without_end
6047,tt0053459,m/song_without_end
6048,tt11696188,m/three_worlds_of_gulliver
6049,tt0053882,m/three_worlds_of_gulliver
6050,tt0053778,m/three_worlds_of_gulliver
6051,tt11693508,m/three_worlds_of_gulliver
6052,tt0054380,m/three_worlds_of_gulliver
6053,tt0054022,m/lets_make_love
6054,tt0054140,m/black_sunday
6055,tt0054067,m/black_sunday
6056,tt0054198,m/black_sunday
6057,tt0184850,m/black_sunday
6058,tt0210525,m/wild_river
6059,tt0180045,m/wild_river
6060,tt0350105,m/wild_river
6061,tt0054476,m/wild_river
6062,tt15515132,m/the_naked_island
6063,tt12020006,m/the_world_of_apu_1960
6064,tt0053700,m/the_world_of_apu_1960
6065,tt0054038,m/the_world_of_apu_1960
6066,tt0053848,m/gi_blues
6067,tt0418935,m/gi_blues
6068,tt0053698,m/butterfield_8
6069,tt0053622,m/butterfield_8
6070,tt0138086,m/butterfield_8
6071,tt0053645,m/bells_are_ringing
6072,tt0054929,m/13_ghosts
6073,tt0053923,m/13_ghosts
6074,tt0053558,m/13_ghosts
6075,tt0053559,m/13_ghosts
6076,tt0054047,m/1013077-magnificent_seven
6077,tt0054368,m/1013077-magnificent_seven
6078,tt0054090,m/1013077-magnificent_seven
6079,tt0053877,m/grass_is_greener
6080,tt0369242,m/the_fall_of_the_house_of_usher_1960
6081,tt0053925,m/the_fall_of_the_house_of_usher_1960
6082,tt0053952,m/the_fall_of_the_house_of_usher_1960
6083,tt0053825,m/flaming_star
6084,tt0054016,m/last_voyage
6085,tt0054292,m/sergeant_rutledge
6086,tt0053796,m/1032798-entertainer
6087,tt0154484,m/im_all_right_jack
6088,tt0155396,m/im_all_right_jack
6089,tt0054243,m/rise_and_fall_of_legs_diamond
6090,tt0053604,m/1001115-apartment
6091,tt0054469,m/1023508-where_the_boys_are
6092,tt0054167,m/peeping_tom_1960
6093,tt0053717,m/1012514-little_shop_of_horrors
6094,tt0054333,m/1012514-little_shop_of_horrors
6095,tt0054033,m/1012514-little_shop_of_horrors
6096,tt0054215,m/psycho
6097,tt0054357,m/1020736-swiss_family_robinson
6098,tt0053580,m/1000560-alamo
6099,tt0054205,m/primary
6100,tt0054127,m/north_to_alaska
6101,tt0053619,m/lavventura
6102,tt0054115,m/never_so_few
6103,tt0053917,m/home_from_the_hill
6104,tt0054331,m/1019544-spartacus
6105,tt0054353,m/1020479-sundowners
6106,tt0054387,m/1021500-time_machine
6107,tt0053779,m/dolce_vita
6108,tt0053593,m/amazing_transparent_man
6109,tt0053901,m/hell_to_eternity
6110,tt0054483,m/world_of_suzie_wong
6111,tt0054428,m/1022373-unforgiven
6112,tt0053946,m/1010555-inherit_the_wind
6113,tt0053957,m/it_started_in_naples
6114,tt0054195,m/1016512-pollyanna
6115,tt0054188,m/please_dont_eat_the_daisies
6116,tt0053841,m/from_the_terrace
6117,tt0053677,m/brides_of_dracula
6118,tt0053804,m/1006872-exodus
6119,tt0053644,m/bellboy
6120,tt0054412,m/tunes_of_glory
6121,tt0053168,m/pickpocket_1959
6122,tt0053318,m/suddenly_last_summer
6123,tt0052564,m/angry_red_planet
6124,tt0053351,m/they_came_to_cordura
6125,tt0053361,m/tiger_bay
6126,tt0053125,m/north-by-northwest
6127,tt0053143,m/operation_petticoat
6128,tt0313433,m/operation_petticoat
6129,tt0053142,m/operation_petticoat
6130,tt0052654,m/the_bridge_1959
6131,tt0052645,m/the_bridge_1959
6132,tt0053172,m/pillow_talk
6133,tt0053198,m/400_blows
6134,tt0052846,m/giant_gila_monster
6135,tt0257622,m/return_of_the_fly
6136,tt0355236,m/return_of_the_fly
6137,tt0398923,m/return_of_the_fly
6138,tt0053219,m/return_of_the_fly
6139,tt0356807,m/return_of_the_fly
6140,tt0232912,m/return_of_the_fly
6141,tt0053146,m/black_orpheus
6142,tt0053285,m/1019187-sleeping_beauty
6143,tt0052722,m/darby_ogill_and_the_little_people
6144,tt0053012,m/darby_ogill_and_the_little_people
6145,tt0053180,m/darby_ogill_and_the_little_people
6146,tt0172766,m/darby_ogill_and_the_little_people
6147,tt0052724,m/day_of_the_outlaw
6148,tt0052918,m/1010417-imitation_of_life
6149,tt0053392,m/good_morning
6150,tt0055848,m/good_morning
6151,tt0053134,m/good_morning
6152,tt0355949,m/journey_to_the_center_of_the_earth
6153,tt0052950,m/journey_to_the_center_of_the_earth
6154,tt0052948,m/journey_to_the_center_of_the_earth
6155,tt0053095,m/1009736-hole_in_the_head
6156,tt0052896,m/1009736-hole_in_the_head
6157,tt0053131,m/the_nuns_story
6158,tt0052792,m/the_nuns_story
6159,tt0053308,m/the_nuns_story
6160,tt0355526,m/the_nuns_story
6161,tt0052619,m/best_of_everything
6162,tt0053085,m/1014372-mummy
6163,tt0054152,m/1205903-our_man_in_havana
6164,tt0053221,m/rio_bravo
6165,tt1284615,m/killer_shrews
6166,tt0052691,m/killer_shrews
6167,tt0052709,m/killer_shrews
6168,tt0052969,m/killer_shrews
6169,tt0052611,m/the_giant_behemoth
6170,tt0052700,m/compulsion
6171,tt0202787,m/1010034-house_on_haunted_hill
6172,tt0051744,m/1010034-house_on_haunted_hill
6173,tt0052609,m/1010034-house_on_haunted_hill
6174,tt0189536,m/ride-lonesome
6175,tt0053220,m/ride-lonesome
6176,tt0052561,m/anatomy-of-a-murder
6177,tt0053084,m/mouse_that_roared
6178,tt0052847,m/gidget
6179,tt0053363,m/tingler
6180,tt0052713,m/the-crimson-kimono-1959
6181,tt15309956,m/summer_place
6182,tt0053320,m/summer_place
6183,tt0175377,m/1066229-shadows
6184,tt0053137,m/1015530-on_the_beach
6185,tt0053271,m/1018702-shaggy_dog
6186,tt0052618,m/benhur
6187,tt0052902,m/horse_soldiers
6188,tt0051504,m/horse_soldiers
6189,tt0052905,m/1010004-hound_of_the_baskervilles
6190,tt0199476,m/the_river_1959
6191,tt0052655,m/bucket_of_blood
6192,tt0053291,m/some_like_it_hot
6193,tt0052738,m/diary_of_anne_frank
6194,tt0053462,m/the_young_philadelphians
6195,tt0061420,m/born_losers
6196,tt0061452,m/1003722-casino_royale
6197,tt0061810,m/in_like_flint
6198,tt0062380,m/tony_rome
6199,tt0061397,m/death_rides_a_horse
6200,tt1160715,m/death_rides_a_horse
6201,tt0062801,m/death_rides_a_horse
6202,tt0064208,m/death_rides_a_horse
6203,tt0061995,m/death_rides_a_horse
6204,tt0062407,m/two_for_the_road
6205,tt0061333,m/the_adventures_of_bullwhip_griffin
6206,tt12810422,m/the_adventures_of_bullwhip_griffin
6207,tt0173620,m/the_adventures_of_bullwhip_griffin
6208,tt0061374,m/the_adventures_of_bullwhip_griffin
6209,tt0062049,m/to_sir_with_love
6210,tt1186251,m/to_sir_with_love
6211,tt0061986,m/to_sir_with_love
6212,tt0062376,m/to_sir_with_love
6213,tt0171464,m/divorce_american_style
6214,tt0061581,m/divorce_american_style
6215,tt0061735,m/guess_whos_coming_to_dinner
6216,tt0061613,m/1006476-oedipus_rex
6217,tt0061791,m/how_to_succeed_in_business_without_really_trying
6218,tt0062204,m/how_to_succeed_in_business_without_really_trying
6219,tt0061648,m/1007105-far_from_the_madding_crowd
6220,tt0062430,m/valley_of_the_dolls
6221,tt0253922,m/valley_of_the_dolls
6222,tt0061770,m/hombre
6223,tt0063746,m/hombre
6224,tt0060068,m/hombre
6225,tt0062037,m/in_the_heat_of_the_night
6226,tt0062048,m/in_the_heat_of_the_night
6227,tt0322872,m/in_the_heat_of_the_night
6228,tt0431409,m/in_the_heat_of_the_night
6229,tt0061811,m/in_the_heat_of_the_night
6230,tt0136250,m/1010448-in_cold_blood
6231,tt14050472,m/1010448-in_cold_blood
6232,tt0062345,m/1010448-in_cold_blood
6233,tt0061809,m/1010448-in_cold_blood
6234,tt0061787,m/hour_of_the_gun
6235,tt0062153,m/presidents_analyst
6236,tt0061385,m/barefoot_in_the_park
6237,tt0063803,m/whos_that_knocking_at_my_door
6238,tt0061502,m/comedians
6239,tt0061407,m/1020861-taming_of_the_shrew
6240,tt0061852,m/1031385-jungle_book
6241,tt0061622,m/1031385-jungle_book
6242,tt0063322,m/1031385-jungle_book
6243,tt0062395,m/1022024-trip
6244,tt0062138,m/1016479-point_blank
6245,tt0061856,m/son-of-godzilla
6246,tt0061742,m/half_a_sixpence
6247,tt0062334,m/happiest_millionaire
6248,tt0061749,m/happiest_millionaire
6249,tt0061578,m/dirty_dozen
6250,tt0062292,m/sorcerers
6251,tt0062038,m/night_of_the_generals
6252,tt0062472,m/war_wagon
6253,tt0061683,m/frankenstein_created_woman
6254,tt0061931,m/mad_monster_party
6255,tt0061549,m/mad_monster_party
6256,tt0061418,m/bonnie_and_clyde
6257,tt0061882,m/branded_to_kill
6258,tt0160439,m/1018885-shooting
6259,tt0061405,m/billion_dollar_brain
6260,tt0156321,m/billion_dollar_brain
6261,tt0063278,m/marketa-lazarova
6262,tt0061722,m/graduate
6263,tt0061498,m/easy_come_easy_go
6264,tt0061610,m/easy_come_easy_go
6265,tt0062512,m/you_only_live_twice
6266,tt0061514,m/cool_hand_luke
6267,tt0061512,m/cool_hand_luke
6268,tt0231877,m/king_of_hearts_1967
6269,tt0061655,m/the_fearless_vampire_killers
6270,tt0061654,m/the_fearless_vampire_killers
6271,tt0061439,m/1003436-camelot
6272,tt0062301,m/1019761-1019761-st_valentines_day_massacre
6273,tt0062425,m/up_the_down_staircase
6274,tt0061584,m/doctor_dolittle
6275,tt0061391,m/bedazzled_1967bedazzled_2000
6276,tt0062844,m/custer_of_the_west
6277,tt0061796,m/hurry-sundown
6278,tt0061489,m/clambake
6279,tt0062185,m/reflections_in_a_golden_eye
6280,tt0061844,m/1006223-how_the_grinch_stole_christmas
6281,tt0062467,m/wait_until_dark
6282,tt0063663,m/swimmer
6283,tt0061747,m/hang_em_high
6284,tt0062994,m/funny_girl
6285,tt0062861,m/danger_diabolik
6286,tt0062803,m/chitty_chitty_bang_bang
6287,tt0063115,m/i_love_you_alice_b_toklas
6288,tt0063671,m/targets
6289,tt0062974,m/finians_rainbow
6290,tt0063374,m/1015380-odd_couple
6291,tt0063557,m/scalphunters
6292,tt0344068,m/heart_is_a_lonely_hunter
6293,tt0063050,m/heart_is_a_lonely_hunter
6294,tt0062755,m/1002939-boston_strangler
6295,tt0063121,m/ice_station_zebra
6296,tt0063415,m/1015967-party
6297,tt0062760,m/1003136-brotherhood
6298,tt0063829,m/1024407-yours_mine_and_ours
6299,tt0293397,m/faces
6300,tt0062952,m/faces
6301,tt0257116,m/detective
6302,tt0062883,m/detective
6303,tt0063599,m/shoes_of_the_fisherman
6304,tt0062765,m/bullitt
6305,tt0308101,m/1015052-night_of_the_living_dead
6306,tt1423914,m/1015052-night_of_the_living_dead
6307,tt0063350,m/1015052-night_of_the_living_dead
6308,tt0063688,m/thomas_crown_affair
6309,tt0063164,m/thomas_crown_affair
6310,tt0062790,m/devils_brigade
6311,tt0062886,m/devils_brigade
6312,tt0192534,m/rocky_road_to_dublin
6313,tt0063356,m/no_way_to_treat_a_lady
6314,tt0062622,m/2001_a_space_odyssey
6315,tt0063442,m/1016397-planet_of_the_apes
6316,tt0063823,m/beatles_the_yellow_submarine
6317,tt0065032,m/stalking_moon
6318,tt0063477,m/the_queen_1968
6319,tt0063227,m/1012386-lion_in_winter
6320,tt0062804,m/the_chronicle_of_anna_magdalena_bach
6321,tt0063385,m/oliver
6322,tt0063850,m/if1968
6323,tt0063456,m/pretty_poison
6324,tt0064689,m/monterey_pop
6325,tt0062708,m/bandolero_1968
6326,tt0063483,m/rachel_rachel
6327,tt0061981,m/belle_de_jour
6328,tt0063518,m/1017834-romeo_and_juliet
6329,tt0064116,m/once_upon_a_time_in_the_west
6330,tt0062824,m/coogans_bluff
6331,tt0063522,m/rosemarys_baby
6332,tt0063035,m/1008931-green_berets
6333,tt0062737,m/blackbeards_ghost
6334,tt0063260,m/1166474-magus
6335,tt0062711,m/barbarella
6336,tt0063426,m/petulia
6337,tt1573870,m/night_tide
6338,tt0373080,m/night_tide
6339,tt0312422,m/night_tide
6340,tt0056983,m/dementia_13
6341,tt0056796,m/dementia_13
6342,tt0207803,m/dementia_13
6343,tt0057212,m/dementia_13
6344,tt0057129,m/1009277-haunting
6345,tt0057129,m/the-terror-the-haunting-lady-of-the-shadows
6346,tt0371417,m/yesterday_today_and_tomorrow
6347,tt0057171,m/yesterday_today_and_tomorrow
6348,tt0057546,m/sword_in_the_stone
6349,tt0165673,m/1002611-blood_feast
6350,tt0056038,m/1002611-blood_feast
6351,tt0056875,m/1002611-blood_feast
6352,tt0196532,m/1002611-blood_feast
6353,tt0057115,m/the_great_escape
6354,tt0209974,m/the_great_escape
6355,tt0059155,m/the_great_escape
6356,tt0165888,m/the_great_escape
6357,tt0422226,m/the_great_escape
6358,tt11235900,m/the_great_escape
6359,tt0056825,m/america_america
6360,tt0057251,m/1012370-lilies_of_the_field
6361,tt0057207,m/1011295-judex
6362,tt0057226,m/kiss_of_the_vampire_1963
6363,tt0055650,m/kiss_of_the_vampire_1963
6364,tt0057634,m/the_vips_1963
6365,tt0057263,m/love_with_the_proper_stranger
6366,tt0056860,m/beach_party
6367,tt0057193,m/its_a_mad_mad_mad_mad_world
6368,tt0056130,m/its_a_mad_mad_mad_mad_world
6369,tt0056952,m/its_a_mad_mad_mad_mad_world
6370,tt0197042,m/its_a_mad_mad_mad_mad_world
6371,tt0057187,m/irma_la_douce
6372,tt0057202,m/joli_mai
6373,tt0057163,m/1010174-hud
6374,tt0056907,m/cardinal
6375,tt0057336,m/muriel-1963
6376,tt0056801,m/8-12
6377,tt10364444,m/8-12
6378,tt0059363,m/8-12
6379,tt0057393,m/pt_109
6380,tt0057622,m/under_the_yum_yum_tree
6381,tt0056923,m/1003883-charade
6382,tt0057693,m/x_the_man_with_the_x_ray_eyes
6383,tt0057180,m/incredible_journey
6384,tt0134941,m/incredible_journey
6385,tt0057261,m/lord_of_the_flies_1963
6386,tt0057063,m/1007573-flipper
6387,tt0057683,m/1098579-whos_minding_the_store
6388,tt0059091,m/1002448-birds
6389,tt0056869,m/1002448-birds
6390,tt0057360,m/new_kind_of_love
6391,tt0057426,m/1037786-prize
6392,tt0057298,m/mclintock
6393,tt0057091,m/the_leopard_1963
6394,tt0057191,m/it_happened_at_the_worlds_fair
6395,tt0057197,m/1010939-jason_and_the_argonauts
6396,tt0057578,m/this_sporting_life
6397,tt0056956,m/the_courtship_of_eddies_father
6398,tt0057543,m/sunday_in_new_york_1963
6399,tt0057413,m/1016338-pink_panther
6400,tt0056457,m/1016338-pink_panther
6401,tt0056891,m/1003339-bye_bye_birdie
6402,tt0057128,m/haunted_palace
6403,tt0056937,m/1004330-cleopatra
6404,tt0057595,m/1004330-cleopatra
6405,tt0057372,m/1015348-nutty_professor
6406,tt0057590,m/tom_jones
6407,tt0057007,m/donovans_reef
6408,tt0056868,m/billy_liar
6409,tt0057495,m/shock_corridor
6410,tt0057473,m/savage_sam
6411,tt0057603,m/black_sabbath
6412,tt0066892,m/carnal_knowledge
6413,tt0067525,m/omega_man
6414,tt0067333,m/lawman
6415,tt0122060,m/escape_from_the_planet_of_the_apes
6416,tt0067065,m/escape_from_the_planet_of_the_apes
6417,tt0067329,m/the-last-run-1971
6418,tt0067693,m/the-last-run-1971
6419,tt0067809,m/support_your_local_gunfighter
6420,tt0067989,m/wild_rovers_1971
6421,tt0066819,m/beguiled
6422,tt0066863,m/brotherhood_of_satan
6423,tt0067633,m/punishment_park
6424,tt0067116,m/french_connection
6425,tt0200274,m/blue-water-white-death
6426,tt0128269,m/blue-water-white-death
6427,tt0319616,m/blue-water-white-death
6428,tt0066530,m/blue-water-white-death
6429,tt0067446,m/blue-water-white-death
6430,tt0067395,m/blue-water-white-death
6431,tt0146496,m/blue-water-white-death
6432,tt0067588,m/play_misty_for_me
6433,tt0067535,m/organization
6434,tt0067128,m/1076721-get_carter
6435,tt0066921,m/clockwork_orange
6436,tt0066817,m/bedknobs_and_broomsticks
6437,tt0069366,m/dollars
6438,tt0066210,m/dollars
6439,tt0067277,m/johnny_got_his_gun
6440,tt0141442,m/johnny_got_his_gun
6441,tt0067594,m/1018550-see_no_evil
6442,tt0066995,m/diamonds_are_forever
6443,tt0067959,m/walkabout
6444,tt0066815,m/the_beast_in_the_cellar
6445,tt0066769,m/andromeda_strain
6446,tt0066999,m/dirty_harry
6447,tt0066856,m/born_to_win
6448,tt0066811,m/barefoot_executive
6449,tt0067549,m/1156599-panic_in_needle_park
6450,tt0067224,m/the_hunting_party
6451,tt0067328,m/last_picture_show
6452,tt0066858,m/boy_friend
6453,tt0067741,m/1018699-shaft
6454,tt0067411,m/mccabe_and_mrs_miller
6455,tt0068509,m/drive_he_said
6456,tt0067321,m/the_horror_of_frankenstein_1971
6457,tt0067017,m/the_horror_of_frankenstein_1971
6458,tt0067217,m/hospital
6459,tt0066808,m/bananas
6460,tt0067658,m/von_richthofen_and_brown
6461,tt0067185,m/harold_and_maude
6462,tt0067774,m/sometimes_a_great_notion
6463,tt0179471,m/sometimes_a_great_notion
6464,tt0067848,m/they_might_be_giants
6465,tt0067803,m/summer_of_42
6466,tt0067445,m/1005512-death_in_venice
6467,tt0067610,m/pretty_maids_all_in_a_row
6468,tt0067341,m/lets_scare_jessica_to_death
6469,tt0067992,m/willy_wonka_and_the_chocolate_factory
6470,tt0067334,m/le_mans
6471,tt0067589,m/plaza_suite
6472,tt0066832,m/billy_jack
6473,tt0206235,m/billy_jack
6474,tt0068669,m/gumshoe
6475,tt0066767,m/anderson_tapes
6476,tt0066927,m/cold_turkey
6477,tt0067952,m/villain_1971
6478,tt0067805,m/sunday_bloody_sunday
6479,tt0067309,m/klute
6480,tt0067527,m/on_any_sunday
6481,tt0066141,m/the_night_visitor_1971
6482,tt0067482,m/new_leaf
6483,tt0066434,m/thx_1138
6484,tt0067093,m/fiddler_on_the_roof
6485,tt0067372,m/macbeth-1972
6486,tt0065854,m/house_that_dripped_blood
6487,tt0068502,m/dr_jekyll_and_sister_hyde
6488,tt0067483,m/1014986-nicholas_and_alexandra
6489,tt0067419,m/mephisto_waltz
6490,tt0067124,m/gang_that_couldnt_shoot_straight
6491,tt0065126,m/true_grit
6492,tt0064137,m/castle_keep
6493,tt0064338,m/castle_keep
6494,tt0196651,m/castle_keep
6495,tt0064995,m/castle_keep
6496,tt0064782,m/paint_your_wagon
6497,tt0064866,m/burn
6498,tt0064373,m/destroy_all_monsters
6499,tt0202627,m/destroy_all_monsters
6500,tt0065150,m/1022315-undefeated
6501,tt0399611,m/1012813-love_bug
6502,tt0182059,m/1012813-love_bug
6503,tt0065131,m/1012813-love_bug
6504,tt0064606,m/1012813-love_bug
6505,tt0064603,m/1012813-love_bug
6506,tt0064021,m/1012813-love_bug
6507,tt0062663,m/1012813-love_bug
6508,tt0065185,m/1003318-butch_cassidy_and_the_sundance_kid
6509,tt0064115,m/1003318-butch_cassidy_and_the_sundance_kid
6510,tt0064107,m/boy_named_charlie_brown
6511,tt0064133,m/carry_on_camping
6512,tt0065093,m/anne_of_the_thousand_days
6513,tt0437235,m/anne_of_the_thousand_days
6514,tt0064961,m/anne_of_the_thousand_days
6515,tt0388831,m/anne_of_the_thousand_days
6516,tt0064339,m/anne_of_the_thousand_days
6517,tt0064030,m/anne_of_the_thousand_days
6518,tt0166291,m/anne_of_the_thousand_days
6519,tt0064958,m/anne_of_the_thousand_days
6520,tt0063971,m/anne_of_the_thousand_days
6521,tt0065037,m/sterile_cuckoo
6522,tt0063991,m/age_of_consent
6523,tt0066065,m/medea_1969
6524,tt0064588,m/love_is_colder_than_death
6525,tt0064665,m/midnight_cowboy
6526,tt0065738,m/frankenstein_must_be_destroyed
6527,tt0064708,m/my_side_of_the_mountain
6528,tt0064698,m/my_side_of_the_mountain
6529,tt0364497,m/my_side_of_the_mountain
6530,tt0064117,m/cactus_flower
6531,tt0065163,m/the_valley_of_gwangi
6532,tt0064639,m/marooned
6533,tt0064541,m/kes
6534,tt0064855,m/putney_swope
6535,tt0064041,m/the_arrangement
6536,tt0170318,m/rain_people
6537,tt0064873,m/rain_people
6538,tt0216660,m/mark-of-the-devil
6539,tt0064232,m/mark-of-the-devil
6540,tt0064626,m/mark-of-the-devil
6541,tt0064381,m/goodbye_columbus
6542,tt0064757,m/on_her_majestys_secret_service
6543,tt0064100,m/bob_and_carol_and_ted_and_alice
6544,tt0064505,m/1038613-italian_job
6545,tt0064571,m/where_eagles_dare
6546,tt0133842,m/1059489-wild_bunch
6547,tt0065214,m/1059489-wild_bunch
6548,tt0064045,m/assassination_bureau
6549,tt0064046,m/assassination_bureau
6550,tt0309092,m/army_of_shadows
6551,tt0064941,m/army_of_shadows
6552,tt0064040,m/army_of_shadows
6553,tt0064621,m/madwoman_of_chaillot
6554,tt0064072,m/battle_of_britain
6555,tt0064754,m/oh_what_a_lovely_war
6556,tt0064255,m/dracula_has_risen_from_the_grave
6557,tt0217395,m/dracula_has_risen_from_the_grave
6558,tt1190622,m/dracula_has_risen_from_the_grave
6559,tt0065112,m/topaz
6560,tt0065798,m/green_slime
6561,tt0064615,m/mackennas_gold
6562,tt0064473,m/illustrated_man
6563,tt0064418,m/hello_dolly
6564,tt0065051,m/support_your_local_sheriff
6565,tt0064382,m/1029895-goodbye_mr_chips
6566,tt0065085,m/touch_of_zen
6567,tt0064886,m/reivers
6568,tt0064253,m/downhill_racer
6569,tt0064276,m/easy_rider
6570,tt0064638,m/marlowe
6571,tt0065234,m/z
6572,tt0064952,m/secret_of_santa_vittoria
6573,tt0069086,m/pied_piper
6574,tt0068608,m/brother_sun_sister_moon
6575,tt0174664,m/brother_sun_sister_moon
6576,tt0068659,m/greasers_palace
6577,tt0068245,m/1001553-bad_company
6578,tt0068593,m/1001553-bad_company
6579,tt0311928,m/trafic_1972
6580,tt0068503,m/dr_phibes_rises_again
